TANGGAL,KODE BARANG,NAMA BARANG,PENJUALAN,HARGA,CUSTOMER,NO. INVOICE
24-Sep-21,A119,Correction Tape V-tec Besar,41,  6.000 ,,
24-Sep-21,A168,Kertas SIDU B5 70 Gsm,40,  35.000 ,,
24-Sep-21,A269,Pulpen Snowman V1 Biru,51,  3.000 ,,
24-Sep-21,A274,Pulpen Snowman V5 Hitam,72,  4.500 ,,
24-Sep-21,A289,Pulpen Boxi Hitam,150,  10.000 ,,
24-Sep-21,A319,Stapler Joyko Kecil,50,  8.000 ,,
24-Sep-21,A358,Tali Rafia Kecil,9,  3.000 ,,
24-Sep-21,A375,Tinta Epson Ori 673 LM,11,  125.000 ,,
24-Sep-21,A376,Tinta Epson Ori 673 LC,129,  125.000 ,,
24-Sep-21,A377,Tinta Epson Ori 673 BK,42,  125.000 ,,
24-Sep-21,A378,Tinta Epson Ori 673 Y,50,  110.000 ,,
24-Sep-21,A379,Tinta Epson Ori 664 C,40,  110.000 ,,
24-Sep-21,A380,Tinta Epson Ori 664 M,92,  110.000 ,,
24-Sep-21,A381,Tinta Epson Ori 664 BK,25,  110.000 ,,
24-Sep-21,A382,Tinta Epson Ori 664 Y,24,  110.000 ,,
25-Sep-21,A002,Amplop PPL 104PPS,100,  18.000 ,,
25-Sep-21,A012,Amplop Cokelat Tali Envlope B5,42,  47.000 ,,
25-Sep-21,A147,Folder File Borneo F4,22,  15.000 ,,
25-Sep-21,A148,Folder File Borneo A4,123,  13.000 ,,
25-Sep-21,A149,Gunting M-2000 Kecil,60,  8.000 ,,
25-Sep-21,A150,Gunting M-2000 Sedang,120,  15.000 ,,
25-Sep-21,A155,Gunting Seng Besar,81,  25.000 ,,
25-Sep-21,A165,Jarum Jait Kecil,127,  5.000 ,,
25-Sep-21,A171,Kertas SIDU F4 70 Gsm,22,  51.500 ,,
25-Sep-21,A178,Kertas SIDU A3 80 Gsm,37,  99.000 ,,
27-Sep-21,A075,Buku Tulis Saku Borneo,7,  18.000 ,,
27-Sep-21,A109,Baterai Eveready A2 isi 10,127,  37.000 ,,
27-Sep-21,A113,Box File Joyko Plastik,10,  14.000 ,,
27-Sep-21,A132,"Double Tape 1.1/5"" Borneo",93,  8.000 ,,
27-Sep-21,A145,"Double Tape 2"" Busa 3M",18,  38.000 ,,
27-Sep-21,A170,Kertas Sidu A4 70 Gsm,42,  47.000 ,,
27-Sep-21,A213,Lem Korea G,50,  15.000 ,,
27-Sep-21,A221,Lem UHU Stick Sedang,36,  23.000 ,,
27-Sep-21,A226,Lem Aica Aibon Kaleng Kecil,13,  15.000 ,,
27-Sep-21,A264,Pulpen Faster C6 Hitam,27,  4.000 ,,
27-Sep-21,A278,Pulpen Standart AE 7 Biru ,73,  3.000 ,,
27-Sep-21,A314,Solatip Nachi Kecil,144,  3.500 ,,
27-Sep-21,A315,Solatib Nachi Sedang,16,  7.000 ,,
27-Sep-21,A336,Stabilo Bos Sedang,70,  14.000 ,,
28-Sep-21,A128,Cutter Stenlis Tukang Besar,113,  15.000 ,,
28-Sep-21,A210,Kertas Continous Form 2Ply SIDU,29,  315.000 ,,
28-Sep-21,A219,Lem UHU Stick Besar,6,  30.000 ,,
28-Sep-21,A238,Opp Lakban Bening Tipis Daimaru,51,  13.000 ,,
28-Sep-21,A239,Opp Lakban Bening Tebal Daimaru,100,  19.000 ,,
28-Sep-21,A240,Odner Bintex Besar,48,  31.000 ,,
28-Sep-21,A241,Odner Bintex F4,28,  28.000 ,,
28-Sep-21,A242,Odner Bintex A5,50,  14.500 ,,
28-Sep-21,A316,Solatib Kabel Daichi,44,  3.000 ,,
28-Sep-21,A317,Solatib Kabel Nachi,80,  3.500 ,,
28-Sep-21,A325,Staples no.3,11,  8.000 ,,
28-Sep-21,A347,Tempat Pensil Joyko Bag,20,  25.000 ,,
28-Sep-21,A381,Tinta Epson Ori 664 BK,28,  110.000 ,,
28-Sep-21,A382,Tinta Epson Ori 664 Y,75,  110.000 ,,
28-Sep-21,A383,Catridge Canon 810,50,  235.000 ,,
29-Sep-21,A119,Correction Tape V-tec Besar,35,  6.000 ,,
29-Sep-21,A128,Cutter Stenlis Tukang Besar,48,  15.000 ,,
29-Sep-21,A160,Isi Cutter Hore A-300,50,  2.500 ,,
29-Sep-21,A168,Kertas SIDU B5 70 Gsm,50,  35.000 ,,
29-Sep-21,A175,Kertas SIDU Quarto 80 Gsm,12,  45.000 ,,
29-Sep-21,A188,Kertas Photo Glosy Epson A4,16,  26.000 ,,
29-Sep-21,A210,Kertas Continous Form 2Ply SIDU,12,  315.000 ,,
29-Sep-21,A318,Solatib Kabel Niron,37,  10.000 ,,
29-Sep-21,A327,Staples Etona No.3,114,  14.000 ,,
29-Sep-21,A328,Staples Etona 20/17,77,  21.000 ,,
29-Sep-21,A335,Stabilo Boss Kecil,83,  8.500 ,,
29-Sep-21,A379,Tinta Epson Ori 664 C,7,  110.000 ,,
29-Sep-21,A382,Tinta Epson Ori 664 Y,132,  110.000 ,,
29-Sep-21,A384,Catridge Canon 811,98,  260.000 ,,
29-Sep-21,A388,Tinta E-Print Comp 664 Y,40,  90.000 ,,
30-Sep-21,A110,Baterai Eveready A2 isi 2,12,  10.000 ,,
30-Sep-21,A160,Isi Cutter Hore A-300,70,  2.500 ,,
30-Sep-21,A217,Lem Fox Botol Besar,16,  37.000 ,,
30-Sep-21,A219,Lem UHU Stick Besar,29,  30.000 ,,
30-Sep-21,A228,Mika Transparant A4,45,  38.000 ,,
30-Sep-21,A229,Mika Transparant F4,52,  33.000 ,,
30-Sep-21,A247,Penggaris V-Tec 50Cm,25,  5.000 ,,
30-Sep-21,A255,Pengghapus White Board,50,  11.000 ,,
30-Sep-21,A268,Pulpen Snowman V1 Hitam,30,  3.000 ,,
30-Sep-21,A269,Pulpen Snowman V1 Biru,50,  3.000 ,,
30-Sep-21,A270,Pulpen Snowman V1 Merah,139,  3.000 ,,
30-Sep-21,A271,Pulpen Snowman V2 Hitam,75,  4.000 ,,
30-Sep-21,A337,Stop Map All Size,35,  65.000 ,,
30-Sep-21,A339,Spidol Snowman Board Marker,79,  10.000 ,,
30-Sep-21,A379,Tinta Epson Ori 664 C,7,  110.000 ,,
1-Okt-21,A118,Correction Tape V-tec Kecil,20,  3.000 ,,
1-Okt-21,A119,Correction Tape V-tec Besar,25,  6.000 ,,
1-Okt-21,A119,Correction Tape V-tec Besar,20,  6.000 ,,
1-Okt-21,A169,Kertas SIDU Quarto 70 Gsm,50,  40.000 ,,
1-Okt-21,A210,Kertas Continous Form 2Ply SIDU,10,  315.000 ,,
1-Okt-21,A219,Lem UHU Stick Besar,40,  30.000 ,,
1-Okt-21,A274,Pulpen Snowman V5 Hitam,140,  4.500 ,,
1-Okt-21,A318,Solatib Kabel Niron,137,  10.000 ,,
1-Okt-21,A319,Stapler Joyko Kecil,59,  8.000 ,,
1-Okt-21,A375,Tinta Epson Ori 673 LM,70,  125.000 ,,
1-Okt-21,A377,Tinta Epson Ori 673 BK,127,  125.000 ,,
2-Okt-21,A118,Correction Tape V-tec Kecil,12,  3.000 ,,
2-Okt-21,A147,Folder File Borneo F4,19,  15.000 ,,
2-Okt-21,A148,Folder File Borneo A4,139,  13.000 ,,
2-Okt-21,A149,Gunting M-2000 Kecil,35,  8.000 ,,
2-Okt-21,A150,Gunting M-2000 Sedang,60,  15.000 ,,
2-Okt-21,A168,Kertas SIDU B5 70 Gsm,61,  35.000 ,,
2-Okt-21,A269,Pulpen Snowman V1 Biru,34,  3.000 ,,
2-Okt-21,A289,Pulpen Boxi Hitam,126,  10.000 ,,
2-Okt-21,A358,Tali Rafia Kecil,8,  3.000 ,,
2-Okt-21,A380,Tinta Epson Ori 664 M,8,  110.000 ,,
2-Okt-21,A381,Tinta Epson Ori 664 BK,88,  110.000 ,,
2-Okt-21,A382,Tinta Epson Ori 664 Y,7,  110.000 ,,
4-Okt-21,A001,Amplop PPL 90PPS,28,  26.000 ,,
4-Okt-21,A002,Amplop PPL 104PPS,51,  18.000 ,,
4-Okt-21,A012,Amplop Cokelat Tali Envlope B5,81,  47.000 ,,
4-Okt-21,A109,Baterai Eveready A2 isi 10,90,  37.000 ,,
4-Okt-21,A145,"Double Tape 2"" Busa 3M",14,  38.000 ,,
4-Okt-21,A155,Gunting Seng Besar,32,  25.000 ,,
4-Okt-21,A165,Jarum Jait Kecil,9,  5.000 ,,
4-Okt-21,A170,Kertas Sidu A4 70 Gsm,10,  47.000 ,,
4-Okt-21,A171,Kertas SIDU F4 70 Gsm,23,  51.500 ,,
4-Okt-21,A178,Kertas SIDU A3 80 Gsm,14,  99.000 ,,
4-Okt-21,A215,Lem Fox Botol Kecil,68,  10.000 ,,
4-Okt-21,A221,Lem UHU Stick Sedang,71,  23.000 ,,
4-Okt-21,A226,Lem Aica Aibon Kaleng Kecil,28,  15.000 ,,
4-Okt-21,A314,Solatip Nachi Kecil,46,  3.500 ,,
5-Okt-21,A001,Amplop PPL 90PPS,38,  26.000 ,,
5-Okt-21,A075,Buku Tulis Saku Borneo,50,  18.000 ,,
5-Okt-21,A132,"Double Tape 1.1/5"" Borneo",57,  8.000 ,,
5-Okt-21,A170,Kertas Sidu A4 70 Gsm,21,  47.000 ,,
5-Okt-21,A213,Lem Korea G,35,  15.000 ,,
5-Okt-21,A238,Opp Lakban Bening Tipis Daimaru,33,  13.000 ,,
5-Okt-21,A239,Opp Lakban Bening Tebal Daimaru,13,  19.000 ,,
5-Okt-21,A240,Odner Bintex Besar,31,  31.000 ,,
5-Okt-21,A241,Odner Bintex F4,50,  28.000 ,,
5-Okt-21,A242,Odner Bintex A5,32,  14.500 ,,
5-Okt-21,A264,Pulpen Faster C6 Hitam,25,  4.000 ,,
5-Okt-21,A278,Pulpen Standart AE 7 Biru ,96,  3.000 ,,
5-Okt-21,A315,Solatib Nachi Sedang,109,  7.000 ,,
5-Okt-21,A316,Solatib Kabel Daichi,24,  3.000 ,,
5-Okt-21,A335,Stabilo Boss Kecil,10,  8.500 ,,
5-Okt-21,A336,Stabilo Bos Sedang,30,  14.000 ,,
6-Okt-21,A128,Cutter Stenlis Tukang Besar,60,  15.000 ,,
6-Okt-21,A168,Kertas SIDU B5 70 Gsm,35,  35.000 ,,
6-Okt-21,A171,Kertas SIDU F4 70 Gsm,14,  51.500 ,,
6-Okt-21,A210,Kertas Continous Form 2Ply SIDU,12,  315.000 ,,
6-Okt-21,A219,Lem UHU Stick Besar,39,  30.000 ,,
6-Okt-21,A317,Solatib Kabel Nachi,137,  3.500 ,,
6-Okt-21,A325,Staples no.3,27,  8.000 ,,
6-Okt-21,A335,Stabilo Boss Kecil,11,  8.500 ,,
6-Okt-21,A379,Tinta Epson Ori 664 C,47,  110.000 ,,
6-Okt-21,A381,Tinta Epson Ori 664 BK,48,  110.000 ,,
6-Okt-21,A383,Catridge Canon 810,93,  235.000 ,,
6-Okt-21,A384,Catridge Canon 811,83,  260.000 ,,
6-Okt-21,A388,Tinta E-Print Comp 664 Y,95,  90.000 ,,
7-Okt-21,A001,Amplop PPL 90PPS,15,  26.000 ,,
7-Okt-21,A128,Cutter Stenlis Tukang Besar,50,  15.000 ,,
7-Okt-21,A160,Isi Cutter Hore A-300,25,  2.500 ,,
7-Okt-21,A210,Kertas Continous Form 2Ply SIDU,73,  315.000 ,,
7-Okt-21,A210,Kertas Continous Form 2Ply SIDU,49,  315.000 ,,
7-Okt-21,A318,Solatib Kabel Niron,81,  10.000 ,,
7-Okt-21,A328,Staples Etona 20/17,40,  21.000 ,,
7-Okt-21,A335,Stabilo Boss Kecil,44,  8.500 ,,
7-Okt-21,A367,Toner Laser Jet HP 92298 A/X,32,  1.450.000 ,,
7-Okt-21,A382,Tinta Epson Ori 664 Y,34,  110.000 ,,
8-Okt-21,A110,Baterai Eveready A2 isi 2,50,  10.000 ,,
8-Okt-21,A160,Isi Cutter Hore A-300,25,  2.500 ,,
8-Okt-21,A175,Kertas SIDU Quarto 80 Gsm,147,  45.000 ,,
8-Okt-21,A188,Kertas Photo Glosy Epson A4,40,  26.000 ,,
8-Okt-21,A217,Lem Fox Botol Besar,49,  37.000 ,,
8-Okt-21,A229,Mika Transparant F4,8,  33.000 ,,
8-Okt-21,A247,Penggaris V-Tec 50Cm,12,  5.000 ,,
8-Okt-21,A255,Pengghapus White Board,40,  11.000 ,,
8-Okt-21,A268,Pulpen Snowman V1 Hitam,10,  3.000 ,,
8-Okt-21,A269,Pulpen Snowman V1 Biru,120,  3.000 ,,
8-Okt-21,A270,Pulpen Snowman V1 Merah,126,  3.000 ,,
8-Okt-21,A271,Pulpen Snowman V2 Hitam,60,  4.000 ,,
8-Okt-21,A278,Pulpen Standart AE 7 Biru ,44,  3.000 ,,
9-Okt-21,A117,Correction Tape Joyko Merah,51,  4.000 ,,
9-Okt-21,A118,Correction Tape V-tec Kecil,10,  3.000 ,,
9-Okt-21,A119,Correction Tape V-tec Besar,12,  6.000 ,,
9-Okt-21,A169,Kertas SIDU Quarto 70 Gsm,60,  40.000 ,,
9-Okt-21,A210,Kertas Continous Form 2Ply SIDU,22,  315.000 ,,
9-Okt-21,A219,Lem UHU Stick Besar,16,  30.000 ,,
9-Okt-21,A222,Lem Joyko Stick Kecil,50,  4.000 ,,
9-Okt-21,A274,Pulpen Snowman V5 Hitam,9,  4.500 ,,
9-Okt-21,A318,Solatib Kabel Niron,49,  10.000 ,,
9-Okt-21,A331,Steples Tembak Bsar,51,  20.000 ,,
9-Okt-21,A337,Stop Map All Size,18,  65.000 ,,
9-Okt-21,A339,Spidol Snowman Board Marker,115,  10.000 ,,
11-Okt-21,A118,Correction Tape V-tec Kecil,8,  3.000 ,,
11-Okt-21,A168,Kertas SIDU B5 70 Gsm,24,  35.000 ,,
11-Okt-21,A269,Pulpen Snowman V1 Biru,80,  3.000 ,,
11-Okt-21,A289,Pulpen Boxi Hitam,54,  10.000 ,,
11-Okt-21,A378,Tinta Epson Ori 673 Y,59,  110.000 ,,
11-Okt-21,A379,Tinta Epson Ori 664 C,9,  110.000 ,,
11-Okt-21,A382,Tinta Epson Ori 664 Y,11,  110.000 ,,
12-Okt-21,A001,Amplop PPL 90PPS,20,  26.000 ,,
12-Okt-21,A002,Amplop PPL 104PPS,49,  18.000 ,,
12-Okt-21,A012,Amplop Cokelat Tali Envlope B5,66,  47.000 ,,
12-Okt-21,A147,Folder File Borneo F4,150,  15.000 ,,
12-Okt-21,A148,Folder File Borneo A4,54,  13.000 ,,
12-Okt-21,A149,Gunting M-2000 Kecil,25,  8.000 ,,
12-Okt-21,A150,Gunting M-2000 Sedang,74,  15.000 ,,
12-Okt-21,A165,Jarum Jait Kecil,64,  5.000 ,,
12-Okt-21,A170,Kertas Sidu A4 70 Gsm,5,  47.000 ,,
12-Okt-21,A171,Kertas SIDU F4 70 Gsm,85,  51.500 ,,
12-Okt-21,A178,Kertas SIDU A3 80 Gsm,90,  99.000 ,,
12-Okt-21,A218,Lem Fox Stick,28,  12.000 ,,
13-Okt-21,A001,Amplop PPL 90PPS,25,  26.000 ,,
13-Okt-21,A075,Buku Tulis Saku Borneo,60,  18.000 ,,
13-Okt-21,A109,Baterai Eveready A2 isi 10,75,  37.000 ,,
13-Okt-21,A113,Box File Joyko Plastik,27,  14.000 ,,
13-Okt-21,A155,Gunting Seng Besar,68,  25.000 ,,
13-Okt-21,A170,Kertas Sidu A4 70 Gsm,25,  47.000 ,,
13-Okt-21,A213,Lem Korea G,40,  15.000 ,,
13-Okt-21,A215,Lem Fox Botol Kecil,75,  10.000 ,,
13-Okt-21,A221,Lem UHU Stick Sedang,147,  23.000 ,,
13-Okt-21,A226,Lem Aica Aibon Kaleng Kecil,35,  15.000 ,,
13-Okt-21,A278,Pulpen Standart AE 7 Biru ,20,  3.000 ,,
13-Okt-21,A314,Solatip Nachi Kecil,53,  3.500 ,,
13-Okt-21,A315,Solatib Nachi Sedang,17,  7.000 ,,
14-Okt-21,A128,Cutter Stenlis Tukang Besar,25,  15.000 ,,
14-Okt-21,A132,"Double Tape 1.1/5"" Borneo",135,  8.000 ,,
14-Okt-21,A238,Opp Lakban Bening Tipis Daimaru,12,  13.000 ,,
14-Okt-21,A239,Opp Lakban Bening Tebal Daimaru,10,  19.000 ,,
14-Okt-21,A240,Odner Bintex Besar,37,  31.000 ,,
14-Okt-21,A241,Odner Bintex F4,40,  28.000 ,,
14-Okt-21,A242,Odner Bintex A5,68,  14.500 ,,
14-Okt-21,A264,Pulpen Faster C6 Hitam,37,  4.000 ,,
14-Okt-21,A316,Solatib Kabel Daichi,15,  3.000 ,,
14-Okt-21,A317,Solatib Kabel Nachi,20,  3.500 ,,
14-Okt-21,A325,Staples no.3,80,  8.000 ,,
14-Okt-21,A335,Stabilo Boss Kecil,45,  8.500 ,,
14-Okt-21,A335,Stabilo Boss Kecil,73,  8.500 ,,
14-Okt-21,A336,Stabilo Bos Sedang,44,  14.000 ,,
14-Okt-21,A347,Tempat Pensil Joyko Bag,22,  25.000 ,,
15-Okt-21,A128,Cutter Stenlis Tukang Besar,40,  15.000 ,,
15-Okt-21,A168,Kertas SIDU B5 70 Gsm,42,  35.000 ,,
15-Okt-21,A171,Kertas SIDU F4 70 Gsm,12,  51.500 ,,
15-Okt-21,A210,Kertas Continous Form 2Ply SIDU,10,  315.000 ,,
15-Okt-21,A219,Lem UHU Stick Besar,36,  30.000 ,,
15-Okt-21,A228,Mika Transparant A4,35,  38.000 ,,
15-Okt-21,A327,Staples Etona No.3,92,  14.000 ,,
15-Okt-21,A328,Staples Etona 20/17,56,  21.000 ,,
15-Okt-21,A335,Stabilo Boss Kecil,24,  8.500 ,,
15-Okt-21,A367,Toner Laser Jet HP 92298 A/X,35,  1.450.000 ,,
15-Okt-21,A379,Tinta Epson Ori 664 C,17,  110.000 ,,
15-Okt-21,A381,Tinta Epson Ori 664 BK,11,  110.000 ,,
15-Okt-21,A383,Catridge Canon 810,45,  235.000 ,,
15-Okt-21,A384,Catridge Canon 811,12,  260.000 ,,
15-Okt-21,A388,Tinta E-Print Comp 664 Y,40,  90.000 ,,
16-Okt-21,A001,Amplop PPL 90PPS,25,  26.000 ,,
16-Okt-21,A124,Cutter Hore L-500,35,  12.000 ,,
16-Okt-21,A170,Kertas Sidu A4 70 Gsm,10,  47.000 ,,
16-Okt-21,A218,Lem Fox Stick,20,  12.000 ,,
16-Okt-21,A245,Penggaris V-tec 20Cm,7,  2.000 ,,
16-Okt-21,A248,Penggaris Besi 30Cm,50,  14.000 ,,
16-Okt-21,A255,Pengghapus White Board,20,  11.000 ,,
16-Okt-21,A268,Pulpen Snowman V1 Hitam,122,  3.000 ,,
16-Okt-21,A285,Pulpen Drawing 0.3 Hitam,100,  10.000 ,,
16-Okt-21,A333,Stabilo Joyko Mini,16,  3.000 ,,
16-Okt-21,A336,Stabilo Bos Sedang,20,  14.000 ,,
18-Okt-21,A005,Amplop Merpati 90 PPS,33,  23.000 ,,
18-Okt-21,A110,Baterai Eveready A2 isi 2,93,  10.000 ,,
18-Okt-21,A114,Box File Borneo Kawat,148,  22.500 ,,
18-Okt-21,A116,Correction Tape Joyko Kecil,106,  3.600 ,,
18-Okt-21,A118,Correction Tape V-tec Kecil,8,  3.000 ,,
18-Okt-21,A119,Correction Tape V-tec Besar,7,  6.000 ,,
18-Okt-21,A124,Cutter Hore L-500,74,  12.000 ,,
18-Okt-21,A172,Kertas SIDU A3 70 Gsm,61,  90.500 ,,
18-Okt-21,A215,Lem Fox Botol Kecil,12,  10.000 ,,
18-Okt-21,A245,Penggaris V-tec 20Cm,61,  2.000 ,,
18-Okt-21,A274,Pulpen Snowman V5 Hitam,25,  4.500 ,,
18-Okt-21,A315,Solatib Nachi Sedang,140,  7.000 ,,
18-Okt-21,A318,Solatib Kabel Niron,22,  10.000 ,,
18-Okt-21,A319,Stapler Joyko Kecil,98,  8.000 ,,
19-Okt-21,A117,Correction Tape Joyko Merah,62,  4.000 ,,
19-Okt-21,A119,Correction Tape V-tec Besar,6,  6.000 ,,
19-Okt-21,A119,Correction Tape V-tec Besar,8,  6.000 ,,
19-Okt-21,A172,Kertas SIDU A3 70 Gsm,50,  90.500 ,,
19-Okt-21,A219,Lem UHU Stick Besar,33,  30.000 ,,
19-Okt-21,A222,Lem Joyko Stick Kecil,38,  4.000 ,,
19-Okt-21,A269,Pulpen Snowman V1 Biru,60,  3.000 ,,
19-Okt-21,A289,Pulpen Boxi Hitam,88,  10.000 ,,
19-Okt-21,A290,Pulpen Boxi Biru,123,  10.000 ,,
19-Okt-21,A291,Papan Jalar Joyko,17,  12.000 ,,
19-Okt-21,A292,Papan Jalar Kayu,115,  7.000 ,,
19-Okt-21,A375,Tinta Epson Ori 673 LM,51,  125.000 ,,
19-Okt-21,A376,Tinta Epson Ori 673 LC,72,  125.000 ,,
19-Okt-21,A378,Tinta Epson Ori 673 Y,28,  110.000 ,,
19-Okt-21,A380,Tinta Epson Ori 664 M,49,  110.000 ,,
19-Okt-21,A381,Tinta Epson Ori 664 BK,76,  110.000 ,,
19-Okt-21,A382,Tinta Epson Ori 664 Y,8,  110.000 ,,
21-Okt-21,A118,Correction Tape V-tec Kecil,12,  3.000 ,,
21-Okt-21,A119,Correction Tape V-tec Besar,12,  6.000 ,,
21-Okt-21,A210,Kertas Continous Form 2Ply SIDU,34,  315.000 ,,
21-Okt-21,A222,Lem Joyko Stick Kecil,36,  4.000 ,,
21-Okt-21,A274,Pulpen Snowman V5 Hitam,12,  4.500 ,,
21-Okt-21,A377,Tinta Epson Ori 673 BK,12,  125.000 ,,
21-Okt-21,A380,Tinta Epson Ori 664 M,18,  110.000 ,,
21-Okt-21,A381,Tinta Epson Ori 664 BK,11,  110.000 ,,
21-Okt-21,A382,Tinta Epson Ori 664 Y,13,  110.000 ,,
22-Okt-21,A001,Amplop PPL 90PPS,20,  26.000 ,,
22-Okt-21,A015,Amplop Cokelat Polos B5,60,  35.000 ,,
22-Okt-21,A170,Kertas Sidu A4 70 Gsm,20,  47.000 ,,
22-Okt-21,A176,Kertas Sidu A4 80 Gsm,81,  51.500 ,,
22-Okt-21,A215,Lem Fox Botol Kecil,38,  10.000 ,,
22-Okt-21,A246,Penggaris V-tec 30Cm,63,  3.000 ,,
22-Okt-21,A268,Pulpen Snowman V1 Hitam,108,  3.000 ,,
22-Okt-21,A269,Pulpen Snowman V1 Biru,24,  3.000 ,,
22-Okt-21,A289,Pulpen Boxi Hitam,12,  10.000 ,,
22-Okt-21,A315,Solatib Nachi Sedang,142,  7.000 ,,
22-Okt-21,A342,Spidol Snowman Besar,129,  15.000 ,,
22-Okt-21,A358,Tali Rafia Kecil,77,  3.000 ,,
22-Okt-21,A358,Tali Rafia Kecil,46,  3.000 ,,
22-Okt-21,A384,Catridge Canon 811,16,  260.000 ,,
23-Okt-21,A004,Amplop Garda 104 PPS,129,  17.000 ,,
23-Okt-21,A102,Baterai Alkaline A3,127,  15.000 ,,
23-Okt-21,A105,Baterai Eveready A3 isi 10,47,  40.000 ,,
23-Okt-21,A115,Box File Joyko Kawat,25,  27.500 ,,
23-Okt-21,A118,Correction Tape V-tec Kecil,10,  3.000 ,,
23-Okt-21,A125,Cutter Hore A-300,73,  5.500 ,,
23-Okt-21,A136,"Double Tape 1"" Daimaru",39,  10.000 ,,
23-Okt-21,A136,"Double Tape 1"" Daimaru",59,  10.000 ,,
23-Okt-21,A170,Kertas Sidu A4 70 Gsm,13,  47.000 ,,
23-Okt-21,A244,Penggaris ButterFly 20Cm,107,  2.500 ,,
23-Okt-21,A246,Penggaris V-tec 30Cm,12,  3.000 ,,
23-Okt-21,A258,Penghapus Pensil FC,12,  2.500 ,,
23-Okt-21,A346,Tempat Pensil Joyko Rak,24,  20.000 ,,
23-Okt-21,A351,Tip Ex Borneo Merah,50,  4.000 ,,
23-Okt-21,A354,Tip Ex V-tec Biru,5,  4.500 ,,
25-Okt-21,A004,Amplop Garda 104 PPS,19,  17.000 ,,
25-Okt-21,A015,Amplop Cokelat Polos B5,53,  35.000 ,,
25-Okt-21,A116,Correction Tape Joyko Kecil,74,  3.600 ,,
25-Okt-21,A118,Correction Tape V-tec Kecil,12,  3.000 ,,
25-Okt-21,A118,Correction Tape V-tec Kecil,10,  3.000 ,,
25-Okt-21,A124,Cutter Hore L-500,48,  12.000 ,,
25-Okt-21,A125,Cutter Hore A-300,130,  5.500 ,,
25-Okt-21,A135,"Double Tape 1/5"" Daimaru",12,  5.000 ,,
25-Okt-21,A145,"Double Tape 2"" Busa 3M",65,  38.000 ,,
25-Okt-21,A215,Lem Fox Botol Kecil,7,  10.000 ,,
25-Okt-21,A243,Penggaris ButterFly 30Cm,113,  4.000 ,,
25-Okt-21,A248,Penggaris Besi 30Cm,8,  14.000 ,,
25-Okt-21,A299,Plastik Laminating Ukuran KTP Joyko,93,  40.000 ,,
26-Okt-21,A004,Amplop Garda 104 PPS,83,  17.000 ,,
26-Okt-21,A102,Baterai Alkaline A3,150,  15.000 ,,
26-Okt-21,A135,"Double Tape 1/5"" Daimaru",86,  5.000 ,,
26-Okt-21,A136,"Double Tape 1"" Daimaru",68,  10.000 ,,
26-Okt-21,A136,"Double Tape 1"" Daimaru",104,  10.000 ,,
26-Okt-21,A170,Kertas Sidu A4 70 Gsm,24,  47.000 ,,
26-Okt-21,A244,Penggaris ButterFly 20Cm,134,  2.500 ,,
26-Okt-21,A245,Penggaris V-tec 20Cm,25,  2.000 ,,
26-Okt-21,A256,Penghapus Pensil Steadler,42,  3.500 ,,
26-Okt-21,A258,Penghapus Pensil FC,137,  2.500 ,,
26-Okt-21,A258,Penghapus Pensil FC,26,  2.500 ,,
26-Okt-21,A345,Tempat Pensil Joyko Sleting,35,  14.000 ,,
26-Okt-21,A346,Tempat Pensil Joyko Rak,12,  20.000 ,,
26-Okt-21,A354,Tip Ex V-tec Biru,46,  4.500 ,,
26-Okt-21,A354,Tip Ex V-tec Biru,56,  4.500 ,,
27-Okt-21,A005,Amplop Merpati 90 PPS,60,  23.000 ,,
27-Okt-21,A118,Correction Tape V-tec Kecil,14,  3.000 ,,
27-Okt-21,A124,Cutter Hore L-500,20,  12.000 ,,
27-Okt-21,A216,Lem Fox Botol Sedang,122,  16.000 ,,
27-Okt-21,A224,Lem Power Glue Kecil,59,  2.500 ,,
27-Okt-21,A225,Lem Fox Aibon Kaleng Kecil,22,  12.000 ,,
27-Okt-21,A246,Penggaris V-tec 30Cm,14,  3.000 ,,
27-Okt-21,A246,Penggaris V-tec 30Cm,83,  3.000 ,,
27-Okt-21,A248,Penggaris Besi 30Cm,27,  14.000 ,,
27-Okt-21,A265,Pulpen Faster C6 Biru,102,  4.000 ,,
27-Okt-21,A265,Pulpen Faster C6 Biru,117,  4.000 ,,
27-Okt-21,A345,Tempat Pensil Joyko Sleting,10,  14.000 ,,
27-Okt-21,A366,White Board Besar Joyko,129,  400.000 ,,
28-Okt-21,A115,Box File Joyko Kawat,20,  27.500 ,,
28-Okt-21,A116,Correction Tape Joyko Kecil,25,  3.600 ,,
28-Okt-21,A122,Cutter Vtec- L500,66,  14.000 ,,
28-Okt-21,A154,Gunting Joyko Sedang,25,  15.000 ,,
28-Okt-21,A161,Isi Block Note A5,5,  11.000 ,,
28-Okt-21,A170,Kertas Sidu A4 70 Gsm,26,  47.000 ,,
28-Okt-21,A215,Lem Fox Botol Kecil,9,  10.000 ,,
28-Okt-21,A225,Lem Fox Aibon Kaleng Kecil,7,  12.000 ,,
28-Okt-21,A245,Penggaris V-tec 20Cm,24,  2.000 ,,
28-Okt-21,A248,Penggaris Besi 30Cm,16,  14.000 ,,
28-Okt-21,A250,Penggaris Besi 100Cm,92,  35.000 ,,
29-Okt-21,A025,Binder Clips Kenko 111,76,  6.000 ,,
